id_documento,id_siniestro,tipo_documento,entregado,legible,inconsistencia_detectada,adulteracion_confirmada,archivo_pdf,fecha_emision,observacion
DOC-0611,SIN-0245,Factura de reparación,False,False,False,False,,2024-03-09,Documento no entregado
DOC-0612,SIN-0245,Fotografías del daño,False,False,False,False,,2024-03-12,Documento no entregado
DOC-0613,SIN-0245,Peritaje,False,False,False,False,,2024-03-08,Documento no entregado
DOC-0614,SIN-0246,Factura de reparación,False,False,False,False,,2024-09-06,Documento no entregado
DOC-0615,SIN-0246,Fotografías del daño,False,False,False,False,,2024-09-04,Documento no entregado
DOC-0616,SIN-0246,Parte policial,False,False,True,False,,2024-09-07,Documento no entregado
DOC-0617,SIN-0247,Peritaje,False,False,False,False,,2024-06-19,Documento no entregado
DOC-0618,SIN-0247,Denuncia policial,False,False,False,False,,2024-06-18,Documento no entregado
DOC-0619,SIN-0247,Fotografías del daño,False,False,True,False,,2024-06-17,Documento no entregado
DOC-0620,SIN-0248,Orden médica,False,False,False,False,,2025-04-09,Documento no entregado
DOC-0621,SIN-0248,Exámenes,False,False,False,False,,2025-04-13,Documento no entregado
DOC-0622,SIN-0249,Fotografías del daño,False,False,False,False,,2024-05-26,Documento no entregado
DOC-0623,SIN-0249,Denuncia policial,False,False,False,False,,2024-05-21,Documento no entregado
DOC-0624,SIN-0249,Parte policial,False,False,False,False,,2024-05-24,Documento no entregado
DOC-0625,SIN-0250,Factura de reparación,False,False,False,False,,2025-05-09,Documento no entregado
DOC-0626,SIN-0250,Denuncia policial,False,False,False,False,,2025-05-05,Documento no entregado
DOC-0627,SIN-0251,Peritaje,False,False,False,False,,2024-08-13,Documento no entregado
DOC-0628,SIN-0251,Fotografías del daño,False,False,False,False,,2024-08-12,Documento no entregado
DOC-0629,SIN-0252,Denuncia policial,False,False,False,False,,2025-06-23,Documento no entregado
DOC-0630,SIN-0252,Fotografías,False,False,False,False,,2025-06-24,Documento no entregado
DOC-0631,SIN-0253,Orden médica,False,False,False,False,,2024-03-07,Documento no entregado
DOC-0632,SIN-0253,Exámenes,False,False,False,False,,2024-03-06,Documento no entregado
DOC-0633,SIN-0254,Exámenes,False,False,False,False,,2024-10-22,Documento no entregado
DOC-0634,SIN-0254,Orden médica,False,False,True,False,,2024-10-19,Documento no entregado
DOC-0635,SIN-0255,Factura hospitalaria,False,False,False,False,,2024-10-30,Documento no entregado
DOC-0636,SIN-0255,Historia clínica,False,False,False,False,,2024-11-02,Documento no entregado
DOC-0637,SIN-0256,Peritaje,False,False,False,False,,2025-04-30,Documento no entregado
DOC-0638,SIN-0256,Factura de reparación,False,False,False,False,,2025-04-26,Documento no entregado
DOC-0639,SIN-0257,Parte policial,False,False,False,False,,2024-09-27,Documento no entregado
DOC-0640,SIN-0257,Fotografías del daño,False,False,False,False,,2024-09-26,Documento no entregado
DOC-0641,SIN-0258,Factura hospitalaria,False,False,False,False,,2025-01-11,Documento no entregado
DOC-0642,SIN-0258,Orden médica,False,False,False,False,,2025-01-11,Documento no entregado
DOC-0643,SIN-0259,Factura de reparación,False,False,False,False,,2024-12-15,Documento no entregado
DOC-0644,SIN-0259,Parte policial,False,False,False,False,,2024-12-15,Documento no entregado
DOC-0645,SIN-0260,Peritaje,False,False,False,False,,2025-01-26,Documento no entregado
DOC-0646,SIN-0260,Denuncia policial,False,False,False,False,,2025-01-25,Documento no entregado
DOC-0647,SIN-0261,Parte policial,False,False,False,False,,2025-01-03,Documento no entregado
DOC-0648,SIN-0261,Denuncia policial,False,False,False,False,,2025-01-07,Documento no entregado
DOC-0649,SIN-0261,Factura de reparación,False,False,False,False,,2025-01-06,Documento no entregado
DOC-0650,SIN-0262,Informe técnico,False,False,True,False,,2024-11-03,Documento no entregado
DOC-0651,SIN-0262,Factura de reparación,False,False,False,False,,2024-11-02,Documento no entregado
DOC-0652,SIN-0262,Fotografías,False,False,False,False,,2024-10-31,Documento no entregado
DOC-0653,SIN-0263,Peritaje,False,False,False,False,,2024-06-11,Documento no entregado
DOC-0654,SIN-0263,Factura de reparación,False,False,False,False,,2024-06-13,Documento no entregado
DOC-0655,SIN-0263,Denuncia policial,False,False,False,False,,2024-06-10,Documento no entregado
DOC-0656,SIN-0264,Peritaje,False,False,False,False,,2024-10-11,Documento no entregado
DOC-0657,SIN-0264,Factura de reparación,False,False,False,False,,2024-10-15,Documento no entregado
DOC-0658,SIN-0264,Denuncia policial,False,False,False,False,,2024-10-12,Documento no entregado
DOC-0659,SIN-0265,Parte policial,False,False,False,False,,2024-05-11,Documento no entregado
DOC-0660,SIN-0265,Factura de reparación,False,False,False,False,,2024-05-09,Documento no entregado
DOC-0661,SIN-0265,Denuncia policial,False,False,False,False,,2024-05-12,Documento no entregado
DOC-0662,SIN-0266,Fotografías,False,False,False,False,,2025-01-13,Documento no entregado
DOC-0663,SIN-0266,Informe técnico,False,False,False,False,,2025-01-16,Documento no entregado
DOC-0664,SIN-0266,Factura de reparación,False,False,False,False,,2025-01-14,Documento no entregado
DOC-0665,SIN-0267,Historia clínica,False,False,False,False,,2025-04-20,Documento no entregado
DOC-0666,SIN-0267,Exámenes,False,False,True,False,,2025-04-20,Documento no entregado
DOC-0667,SIN-0268,Denuncia policial,False,False,False,False,,2024-08-01,Documento no entregado
DOC-0668,SIN-0268,Informe técnico,False,False,False,False,,2024-08-03,Documento no entregado
DOC-0669,SIN-0268,Factura de reparación,False,False,False,False,,2024-08-03,Documento no entregado
DOC-0670,SIN-0269,Factura de reparación,False,False,False,False,,2024-10-11,Documento no entregado
DOC-0671,SIN-0269,Informe técnico,False,False,True,False,,2024-10-13,Documento no entregado
DOC-0672,SIN-0269,Fotografías,False,False,False,False,,2024-10-10,Documento no entregado
DOC-0673,SIN-0270,Factura de reparación,False,False,False,False,,2024-11-11,Documento no entregado
DOC-0674,SIN-0270,Fotografías del daño,False,False,True,True,,2024-11-11,Documento no entregado
DOC-0675,SIN-0270,Denuncia policial,False,False,False,False,,2024-11-13,Documento no entregado
DOC-0676,SIN-0271,Factura de reparación,False,False,False,False,,2025-05-06,Documento no entregado
DOC-0677,SIN-0271,Peritaje,False,False,False,False,,2025-05-09,Documento no entregado
DOC-0678,SIN-0272,Denuncia policial,False,False,False,False,,2024-04-04,Documento no entregado
DOC-0679,SIN-0272,Factura de reparación,False,False,False,False,,2024-04-04,Documento no entregado
DOC-0680,SIN-0272,Fotografías del daño,False,False,False,False,,2024-04-03,Documento no entregado
DOC-0681,SIN-0273,Parte policial,False,False,False,False,,2025-08-31,Documento no entregado
DOC-0682,SIN-0273,Denuncia policial,False,False,False,False,,2025-08-26,Documento no entregado
DOC-0683,SIN-0273,Fotografías del daño,False,False,False,False,,2025-08-26,Documento no entregado
DOC-0684,SIN-0274,Informe técnico,False,False,False,False,,2025-02-24,Documento no entregado
DOC-0685,SIN-0274,Fotografías,False,False,False,False,,2025-02-18,Documento no entregado
DOC-0686,SIN-0274,Denuncia policial,False,False,False,False,,2025-02-21,Documento no entregado
DOC-0687,SIN-0275,Peritaje,False,False,False,False,,2025-05-13,Documento no entregado
DOC-0688,SIN-0275,Denuncia policial,False,False,False,False,,2025-05-13,Documento no entregado
DOC-0689,SIN-0276,Fotografías del daño,False,False,False,False,,2024-06-18,Documento no entregado
DOC-0690,SIN-0276,Factura de reparación,False,False,False,False,,2024-06-13,Documento no entregado
DOC-0691,SIN-0277,Parte policial,False,False,False,False,,2025-09-30,Documento no entregado
DOC-0692,SIN-0277,Denuncia policial,False,False,False,False,,2025-10-05,Documento no entregado
DOC-0693,SIN-0277,Factura de reparación,False,False,False,False,,2025-10-01,Documento no entregado
DOC-0694,SIN-0278,Parte policial,False,False,False,False,,2024-08-16,Documento no entregado
DOC-0695,SIN-0278,Peritaje,False,False,False,False,,2024-08-19,Documento no entregado
DOC-0696,SIN-0278,Denuncia policial,False,False,False,False,,2024-08-13,Documento no entregado
DOC-0697,SIN-0279,Fotografías del daño,False,False,False,False,,2024-06-13,Documento no entregado
DOC-0698,SIN-0279,Factura de reparación,False,False,False,False,,2024-06-13,Documento no entregado
DOC-0699,SIN-0280,Factura de reparación,False,False,False,False,,2025-10-18,Documento no entregado
DOC-0700,SIN-0280,Denuncia policial,False,False,False,False,,2025-10-19,Documento no entregado
DOC-0701,SIN-0280,Fotografías,False,False,False,False,,2025-10-22,Documento no entregado
DOC-0702,SIN-0281,Parte policial,False,False,False,False,,2025-01-14,Documento no entregado
DOC-0703,SIN-0281,Factura de reparación,False,False,False,False,,2025-01-11,Documento no entregado
DOC-0704,SIN-0282,Fotografías del daño,False,False,False,False,,2024-10-25,Documento no entregado
DOC-0705,SIN-0282,Peritaje,False,False,False,False,,2024-10-25,Documento no entregado
DOC-0706,SIN-0282,Denuncia policial,False,False,False,False,,2024-10-21,Documento no entregado
DOC-0707,SIN-0283,Factura de reparación,False,False,False,False,,2025-04-23,Documento no entregado
DOC-0708,SIN-0283,Parte policial,False,False,True,True,,2025-04-21,Documento no entregado
DOC-0709,SIN-0283,Denuncia policial,False,False,False,False,,2025-04-20,Documento no entregado
DOC-0710,SIN-0284,Informe técnico,False,False,False,False,,2025-02-18,Documento no entregado
DOC-0711,SIN-0284,Fotografías,False,False,False,False,,2025-02-14,Documento no entregado
DOC-0712,SIN-0284,Denuncia policial,False,False,False,False,,2025-02-16,Documento no entregado
DOC-0713,SIN-0285,Parte policial,False,False,False,False,,2024-03-29,Documento no entregado
DOC-0714,SIN-0285,Factura de reparación,False,False,False,False,,2024-03-31,Documento no entregado
DOC-0715,SIN-0285,Denuncia policial,False,False,False,False,,2024-03-28,Documento no entregado
DOC-0716,SIN-0286,Peritaje,False,False,False,False,,2024-08-07,Documento no entregado
DOC-0717,SIN-0286,Fotografías del daño,False,False,False,False,,2024-08-04,Documento no entregado
DOC-0718,SIN-0287,Factura de reparación,False,False,True,False,,2024-11-05,Documento no entregado
DOC-0719,SIN-0287,Informe técnico,False,False,False,False,,2024-11-10,Documento no entregado
DOC-0720,SIN-0287,Denuncia policial,False,False,False,False,,2024-11-08,Documento no entregado
DOC-0721,SIN-0288,Parte policial,False,False,False,False,,2024-06-15,Documento no entregado
DOC-0722,SIN-0288,Fotografías del daño,False,False,False,False,,2024-06-16,Documento no entregado
DOC-0723,SIN-0288,Factura de reparación,False,False,False,False,,2024-06-17,Documento no entregado
DOC-0724,SIN-0289,Parte policial,False,False,False,False,,2024-02-04,Documento no entregado
DOC-0725,SIN-0289,Denuncia policial,False,False,False,False,,2024-02-06,Documento no entregado
DOC-0726,SIN-0289,Factura de reparación,False,False,False,False,,2024-01-31,Documento no entregado
DOC-0727,SIN-0290,Fotografías del daño,False,False,True,False,,2024-10-14,Documento no entregado
DOC-0728,SIN-0290,Factura de reparación,False,False,False,False,,2024-10-18,Documento no entregado
DOC-0729,SIN-0291,Peritaje,False,False,False,False,,2024-05-16,Documento no entregado
DOC-0730,SIN-0291,Factura de reparación,False,False,False,False,,2024-05-15,Documento no entregado
DOC-0731,SIN-0292,Peritaje,False,False,False,False,,2024-06-27,Documento no entregado
DOC-0732,SIN-0292,Fotografías del daño,False,False,False,False,,2024-06-27,Documento no entregado
DOC-0733,SIN-0292,Parte policial,False,False,False,False,,2024-06-29,Documento no entregado
DOC-0734,SIN-0293,Fotografías del daño,False,False,False,False,,2024-04-23,Documento no entregado
DOC-0735,SIN-0293,Peritaje,False,False,False,False,,2024-04-25,Documento no entregado
DOC-0736,SIN-0293,Parte policial,False,False,False,False,,2024-04-19,Documento no entregado
DOC-0737,SIN-0294,Informe técnico,False,False,False,False,,2024-08-16,Documento no entregado
DOC-0738,SIN-0294,Denuncia policial,False,False,True,False,,2024-08-21,Documento no entregado
DOC-0739,SIN-0294,Factura de reparación,False,False,False,False,,2024-08-21,Documento no entregado
DOC-0740,SIN-0295,Denuncia policial,False,False,False,False,,2024-11-11,Documento no entregado
DOC-0741,SIN-0295,Parte policial,False,False,False,False,,2024-11-06,Documento no entregado
DOC-0742,SIN-0296,Denuncia policial,False,False,False,False,,2024-12-05,Documento no entregado
DOC-0743,SIN-0296,Parte policial,False,False,False,False,,2024-12-04,Documento no entregado
DOC-0744,SIN-0297,Factura de reparación,False,False,True,False,,2025-01-13,Documento no entregado
DOC-0745,SIN-0297,Informe técnico,False,False,False,False,,2025-01-14,Documento no entregado
DOC-0746,SIN-0298,Fotografías,False,False,False,False,,2025-08-06,Documento no entregado
DOC-0747,SIN-0298,Factura de reparación,False,False,True,False,,2025-08-07,Documento no entregado
DOC-0748,SIN-0299,Parte policial,False,False,False,False,,2025-02-04,Documento no entregado
DOC-0749,SIN-0299,Peritaje,False,False,False,False,,2025-02-06,Documento no entregado
DOC-0750,SIN-0299,Fotografías del daño,False,False,False,False,,2025-02-06,Documento no entregado
DOC-0751,SIN-0300,Factura de reparación,False,False,False,False,,2024-12-12,Documento no entregado
DOC-0752,SIN-0300,Peritaje,False,False,False,False,,2024-12-06,Documento no entregado
DOC-0753,SIN-0300,Parte policial,False,False,False,False,,2024-12-07,Documento no entregado
DOC-0754,SIN-0301,Denuncia policial,False,False,False,False,,2024-09-05,Documento no entregado
DOC-0755,SIN-0301,Peritaje,False,False,False,False,,2024-08-31,Documento no entregado
DOC-0756,SIN-0302,Parte policial,False,False,False,False,,2025-06-11,Documento no entregado
DOC-0757,SIN-0302,Fotografías del daño,False,False,True,False,,2025-06-07,Documento no entregado
DOC-0758,SIN-0302,Peritaje,False,False,False,False,,2025-06-07,Documento no entregado
DOC-0759,SIN-0303,Denuncia policial,False,False,False,False,,2025-08-26,Documento no entregado
DOC-0760,SIN-0303,Informe técnico,False,False,False,False,,2025-08-23,Documento no entregado
DOC-0761,SIN-0304,Factura de reparación,False,False,False,False,,2024-12-17,Documento no entregado
DOC-0762,SIN-0304,Denuncia policial,False,False,False,False,,2024-12-13,Documento no entregado
DOC-0763,SIN-0304,Parte policial,False,False,False,False,,2024-12-18,Documento no entregado
DOC-0764,SIN-0305,Fotografías del daño,False,False,False,False,,2025-01-13,Documento no entregado
DOC-0765,SIN-0305,Factura de reparación,False,False,False,False,,2025-01-19,Documento no entregado
DOC-0766,SIN-0305,Peritaje,False,False,False,False,,2025-01-19,Documento no entregado
DOC-0767,SIN-0306,Peritaje,False,False,False,False,,2024-11-22,Documento no entregado
DOC-0768,SIN-0306,Denuncia policial,False,False,False,False,,2024-11-24,Documento no entregado
DOC-0769,SIN-0307,Fotografías del daño,False,False,False,False,,2024-10-04,Documento no entregado
DOC-0770,SIN-0307,Parte policial,False,False,False,False,,2024-09-30,Documento no entregado
DOC-0771,SIN-0308,Denuncia policial,False,False,False,False,,2024-12-14,Documento no entregado
DOC-0772,SIN-0308,Parte policial,False,False,False,False,,2024-12-18,Documento no entregado
DOC-0773,SIN-0309,Peritaje,False,False,False,False,,2024-08-27,Documento no entregado
DOC-0774,SIN-0309,Denuncia policial,False,False,False,False,,2024-08-31,Documento no entregado
DOC-0775,SIN-0309,Parte policial,False,False,False,False,,2024-08-30,Documento no entregado
DOC-0776,SIN-0310,Denuncia policial,False,False,False,False,,2025-02-09,Documento no entregado
DOC-0777,SIN-0310,Factura de reparación,False,False,False,False,,2025-02-07,Documento no entregado
DOC-0778,SIN-0310,Parte policial,False,False,False,False,,2025-02-12,Documento no entregado
DOC-0779,SIN-0311,Denuncia policial,False,False,False,False,,2024-10-04,Documento no entregado
DOC-0780,SIN-0311,Peritaje,False,False,False,False,,2024-10-05,Documento no entregado
DOC-0781,SIN-0312,Peritaje,False,False,False,False,,2024-09-20,Documento no entregado
DOC-0782,SIN-0312,Fotografías del daño,False,False,False,False,,2024-09-23,Documento no entregado
DOC-0783,SIN-0313,Factura de reparación,False,False,False,False,,2024-03-17,Documento no entregado
DOC-0784,SIN-0313,Parte policial,False,False,False,False,,2024-03-20,Documento no entregado
DOC-0785,SIN-0313,Denuncia policial,False,False,False,False,,2024-03-19,Documento no entregado
DOC-0786,SIN-0314,Denuncia policial,False,False,False,False,,2025-03-28,Documento no entregado
DOC-0787,SIN-0314,Factura de reparación,False,False,False,False,,2025-03-27,Documento no entregado
DOC-0788,SIN-0314,Parte policial,False,False,False,False,,2025-03-31,Documento no entregado
DOC-0789,SIN-0315,Exámenes,False,False,False,False,,2024-08-21,Documento no entregado
DOC-0790,SIN-0315,Orden médica,False,False,False,False,,2024-08-18,Documento no entregado
DOC-0791,SIN-0316,Informe técnico,False,False,False,False,,2025-02-13,Documento no entregado
DOC-0792,SIN-0316,Denuncia policial,False,False,False,False,,2025-02-15,Documento no entregado
DOC-0793,SIN-0317,Fotografías del daño,False,False,False,False,,2024-04-12,Documento no entregado
DOC-0794,SIN-0317,Denuncia policial,False,False,False,False,,2024-04-13,Documento no entregado
DOC-0795,SIN-0318,Denuncia policial,False,False,False,False,,2024-03-20,Documento no entregado
DOC-0796,SIN-0318,Fotografías del daño,False,False,False,False,,2024-03-19,Documento no entregado
DOC-0797,SIN-0318,Peritaje,False,False,False,False,,2024-03-22,Documento no entregado
DOC-0798,SIN-0319,Peritaje,False,False,False,False,,2025-03-11,Documento no entregado
DOC-0799,SIN-0319,Denuncia policial,False,False,False,False,,2025-03-10,Documento no entregado
DOC-0800,SIN-0319,Factura de reparación,False,False,False,False,,2025-03-06,Documento no entregado
DOC-0801,SIN-0320,Parte policial,False,False,False,False,,2024-09-20,Documento no entregado
DOC-0802,SIN-0320,Factura de reparación,False,False,True,False,,2024-09-21,Documento no entregado
DOC-0803,SIN-0320,Fotografías del daño,False,False,False,False,,2024-09-17,Documento no entregado
DOC-0804,SIN-0321,Parte policial,False,False,False,False,,2024-04-14,Documento no entregado
DOC-0805,SIN-0321,Peritaje,False,False,False,False,,2024-04-15,Documento no entregado
DOC-0806,SIN-0321,Factura de reparación,False,False,False,False,,2024-04-18,Documento no entregado
DOC-0807,SIN-0322,Denuncia policial,False,False,False,False,,2024-05-15,Documento no entregado
DOC-0808,SIN-0322,Parte policial,False,False,False,False,,2024-05-10,Documento no entregado
DOC-0809,SIN-0322,Factura de reparación,False,False,False,False,,2024-05-14,Documento no entregado
DOC-0810,SIN-0323,Informe técnico,False,False,False,False,,2025-03-13,Documento no entregado
DOC-0811,SIN-0323,Denuncia policial,False,False,False,False,,2025-03-11,Documento no entregado
DOC-0812,SIN-0324,Peritaje,False,False,False,False,,2024-09-18,Documento no entregado
DOC-0813,SIN-0324,Parte policial,False,False,False,False,,2024-09-18,Documento no entregado
DOC-0814,SIN-0325,Factura hospitalaria,False,False,False,False,,2024-12-27,Documento no entregado
DOC-0815,SIN-0325,Exámenes,False,False,False,False,,2024-12-30,Documento no entregado
DOC-0816,SIN-0326,Fotografías del daño,False,False,False,False,,2024-07-03,Documento no entregado
DOC-0817,SIN-0326,Denuncia policial,False,False,False,False,,2024-07-02,Documento no entregado
DOC-0818,SIN-0327,Factura de reparación,False,False,False,False,,2025-08-22,Documento no entregado
DOC-0819,SIN-0327,Denuncia policial,False,False,False,False,,2025-08-21,Documento no entregado
DOC-0820,SIN-0327,Peritaje,False,False,False,False,,2025-08-21,Documento no entregado
DOC-0821,SIN-0328,Fotografías,False,False,False,False,,2024-10-09,Documento no entregado
DOC-0822,SIN-0328,Informe técnico,False,False,False,False,,2024-10-08,Documento no entregado
DOC-0823,SIN-0329,Factura hospitalaria,False,False,False,False,,2024-04-18,Documento no entregado
DOC-0824,SIN-0329,Orden médica,False,False,False,False,,2024-04-19,Documento no entregado
DOC-0825,SIN-0329,Historia clínica,False,False,False,False,,2024-04-17,Documento no entregado
DOC-0826,SIN-0330,Factura hospitalaria,False,False,False,False,,2024-04-23,Documento no entregado
DOC-0827,SIN-0330,Exámenes,False,False,False,False,,2024-04-25,Documento no entregado
DOC-0828,SIN-0331,Factura de reparación,False,False,False,False,,2024-06-11,Documento no entregado
DOC-0829,SIN-0331,Fotografías del daño,False,False,False,False,,2024-06-07,Documento no entregado
DOC-0830,SIN-0332,Factura de reparación,False,False,False,False,,2025-08-21,Documento no entregado
DOC-0831,SIN-0332,Denuncia policial,False,False,False,False,,2025-08-19,Documento no entregado
DOC-0832,SIN-0333,Historia clínica,False,False,False,False,,2024-04-22,Documento no entregado
DOC-0833,SIN-0333,Orden médica,False,False,False,False,,2024-04-19,Documento no entregado
DOC-0834,SIN-0333,Exámenes,False,False,False,False,,2024-04-20,Documento no entregado
DOC-0835,SIN-0334,Fotografías del daño,False,False,False,False,,2024-07-09,Documento no entregado
DOC-0836,SIN-0334,Denuncia policial,False,False,True,False,,2024-07-09,Documento no entregado
DOC-0837,SIN-0334,Peritaje,False,False,False,False,,2024-07-07,Documento no entregado
DOC-0838,SIN-0335,Parte policial,False,False,False,False,,2025-02-20,Documento no entregado
DOC-0839,SIN-0335,Denuncia policial,False,False,False,False,,2025-02-16,Documento no entregado
DOC-0840,SIN-0335,Fotografías del daño,False,False,False,False,,2025-02-18,Documento no entregado
DOC-0841,SIN-0336,Parte policial,False,False,False,False,,2024-09-03,Documento no entregado
DOC-0842,SIN-0336,Factura de reparación,False,False,True,False,,2024-09-06,Documento no entregado
DOC-0843,SIN-0337,Denuncia policial,False,False,False,False,,2024-05-19,Documento no entregado
DOC-0844,SIN-0337,Peritaje,False,False,False,False,,2024-05-16,Documento no entregado
DOC-0845,SIN-0337,Parte policial,False,False,False,False,,2024-05-18,Documento no entregado
DOC-0846,SIN-0338,Factura de reparación,False,False,False,False,,2024-11-24,Documento no entregado
DOC-0847,SIN-0338,Peritaje,False,False,False,False,,2024-11-24,Documento no entregado
DOC-0848,SIN-0338,Fotografías del daño,False,False,False,False,,2024-11-29,Documento no entregado
DOC-0849,SIN-0339,Parte policial,False,False,False,False,,2024-06-05,Documento no entregado
DOC-0850,SIN-0339,Denuncia policial,False,False,True,False,,2024-05-31,Documento no entregado
DOC-0851,SIN-0340,Informe técnico,False,False,False,False,,2024-11-07,Documento no entregado
DOC-0852,SIN-0340,Fotografías,False,False,True,False,,2024-11-10,Documento no entregado
DOC-0853,SIN-0340,Factura de reparación,False,False,False,False,,2024-11-07,Documento no entregado
DOC-0854,SIN-0341,Parte policial,False,False,False,False,,2025-02-28,Documento no entregado
DOC-0855,SIN-0341,Peritaje,False,False,False,False,,2025-02-24,Documento no entregado
DOC-0856,SIN-0341,Factura de reparación,False,False,False,False,,2025-03-02,Documento no entregado
DOC-0857,SIN-0342,Parte policial,False,False,False,False,,2024-12-22,Documento no entregado
DOC-0858,SIN-0342,Fotografías del daño,False,False,True,False,,2024-12-26,Documento no entregado
DOC-0859,SIN-0343,Denuncia policial,False,False,False,False,,2024-04-06,Documento no entregado
DOC-0860,SIN-0343,Parte policial,False,False,False,False,,2024-04-06,Documento no entregado
DOC-0861,SIN-0343,Fotografías del daño,False,False,False,False,,2024-04-03,Documento no entregado
DOC-0862,SIN-0344,Parte Policial,True,True,False,False,PP_SIN-0344_DOC-0862.pdf,2024-06-04,Sin observaciones
DOC-0863,SIN-0344,Peritaje,False,False,False,False,,2024-06-06,Documento no entregado
DOC-0864,SIN-0345,Historia clínica,False,False,False,False,,2024-09-16,Documento no entregado
DOC-0865,SIN-0345,Factura hospitalaria,False,False,False,False,,2024-09-14,Documento no entregado
DOC-0866,SIN-0345,Orden médica,False,False,False,False,,2024-09-13,Documento no entregado
DOC-0867,SIN-0346,Orden médica,False,False,False,False,,2024-06-08,Documento no entregado
DOC-0868,SIN-0346,Exámenes,False,False,False,False,,2024-06-10,Documento no entregado
DOC-0869,SIN-0346,Factura hospitalaria,False,False,False,False,,2024-06-12,Documento no entregado
DOC-0870,SIN-0347,Denuncia policial,False,False,False,False,,2024-09-24,Documento no entregado
DOC-0871,SIN-0347,Factura de reparación,False,False,False,False,,2024-09-25,Documento no entregado
DOC-0872,SIN-0347,Informe técnico,False,False,False,False,,2024-09-26,Documento no entregado
DOC-0873,SIN-0348,Factura de reparación,False,False,False,False,,2024-05-25,Documento no entregado
DOC-0874,SIN-0348,Peritaje,False,False,False,False,,2024-05-30,Documento no entregado
DOC-0875,SIN-0349,Peritaje,False,False,False,False,,2024-03-23,Documento no entregado
DOC-0876,SIN-0349,Denuncia policial,False,False,False,False,,2024-03-17,Documento no entregado
DOC-0877,SIN-0349,Factura de reparación,False,False,False,False,,2024-03-18,Documento no entregado
DOC-0878,SIN-0350,Factura de reparación,False,False,False,False,,2024-10-03,Documento no entregado
DOC-0879,SIN-0350,Fotografías del daño,False,False,False,False,,2024-10-06,Documento no entregado
DOC-0880,SIN-0350,Parte policial,False,False,False,False,,2024-10-06,Documento no entregado
DOC-0881,SIN-0351,Peritaje,False,False,False,False,,2024-08-24,Documento no entregado
DOC-0882,SIN-0351,Fotografías del daño,False,False,False,False,,2024-08-23,Documento no entregado
DOC-0883,SIN-0351,Denuncia policial,False,False,False,False,,2024-08-23,Documento no entregado
DOC-0884,SIN-0352,Factura de reparación,False,False,False,False,,2025-06-11,Documento no entregado
DOC-0885,SIN-0352,Fotografías del daño,False,False,False,False,,2025-06-08,Documento no entregado
DOC-0886,SIN-0352,Peritaje,False,False,False,False,,2025-06-09,Documento no entregado
DOC-0887,SIN-0353,Parte policial,False,False,False,False,,2024-10-30,Documento no entregado
DOC-0888,SIN-0353,Factura de reparación,False,False,False,False,,2024-11-01,Documento no entregado
DOC-0889,SIN-0353,Denuncia policial,False,False,False,False,,2024-11-01,Documento no entregado
DOC-0890,SIN-0354,Factura de reparación,False,False,False,False,,2024-09-08,Documento no entregado
DOC-0891,SIN-0354,Parte policial,False,False,False,False,,2024-09-11,Documento no entregado
DOC-0892,SIN-0355,Factura de reparación,False,False,False,False,,2024-12-11,Documento no entregado
DOC-0893,SIN-0355,Informe técnico,False,False,False,False,,2024-12-12,Documento no entregado
DOC-0894,SIN-0356,Informe técnico,False,False,False,False,,2024-10-15,Documento no entregado
DOC-0895,SIN-0356,Factura de reparación,False,False,True,False,,2024-10-19,Documento no entregado
DOC-0896,SIN-0357,Denuncia policial,False,False,False,False,,2025-06-09,Documento no entregado
DOC-0897,SIN-0357,Peritaje,False,False,False,False,,2025-06-08,Documento no entregado
DOC-0898,SIN-0357,Factura de reparación,False,False,False,False,,2025-06-09,Documento no entregado
DOC-0899,SIN-0358,Peritaje,False,False,False,False,,2024-03-23,Documento no entregado
DOC-0900,SIN-0358,Denuncia policial,False,False,False,False,,2024-03-23,Documento no entregado
DOC-0901,SIN-0358,Factura de reparación,False,False,False,False,,2024-03-26,Documento no entregado
DOC-0902,SIN-0359,Fotografías del daño,False,False,False,False,,2025-12-05,Documento no entregado
DOC-0903,SIN-0359,Factura de reparación,False,False,False,False,,2025-12-11,Documento no entregado
DOC-0904,SIN-0359,Denuncia policial,False,False,True,False,,2025-12-05,Documento no entregado
DOC-0905,SIN-0360,Peritaje,False,False,False,False,,2025-03-21,Documento no entregado
DOC-0906,SIN-0360,Fotografías del daño,False,False,False,False,,2025-03-15,Documento no entregado
DOC-0907,SIN-0361,Peritaje,False,False,False,False,,2024-03-26,Documento no entregado
DOC-0908,SIN-0361,Factura de reparación,False,False,False,False,,2024-03-24,Documento no entregado
DOC-0909,SIN-0361,Parte policial,False,False,False,False,,2024-03-28,Documento no entregado
DOC-0910,SIN-0362,Denuncia policial,False,False,True,False,,2024-07-26,Documento no entregado
DOC-0911,SIN-0362,Factura de reparación,False,False,False,False,,2024-07-29,Documento no entregado
DOC-0912,SIN-0363,Historia clínica,False,False,False,False,,2024-11-15,Documento no entregado
DOC-0913,SIN-0363,Exámenes,False,False,False,False,,2024-11-12,Documento no entregado
DOC-0914,SIN-0363,Orden médica,False,False,False,False,,2024-11-13,Documento no entregado
DOC-0915,SIN-0364,Denuncia policial,False,False,False,False,,2024-08-16,Documento no entregado
DOC-0916,SIN-0364,Fotografías del daño,False,False,False,False,,2024-08-20,Documento no entregado
