id_vehiculo,id_poliza,placa,chasis,motor,marca,modelo,anio
VEH00634,POL00634,EC5682,CHS4424657786,MTR924865037,Chevrolet,Sedan,2020
VEH00635,POL00635,EC8598,CHS8481152962,MTR247657372,Nissan,Sedan,2020
VEH00636,POL00636,EC7494,CHS2353527996,MTR233307825,Nissan,Hatchback,2020
VEH00637,POL00637,EC4749,CHS1477809576,MTR574693275,Chevrolet,Hatchback,2016
VEH00638,POL00638,EC6692,CHS3650177519,MTR779939326,Kia,Pickup,2025
VEH00639,POL00639,EC7188,CHS7542231112,MTR931309373,Chevrolet,Hatchback,2014
VEH00640,POL00640,EC3938,CHS5589334227,MTR484600249,Hyundai,Sedan,2016
VEH00641,POL00641,EC9086,CHS2035903816,MTR356031253,Mazda,Pickup,2016
VEH00642,POL00642,EC8957,CHS8351046700,MTR324589970,Hyundai,Pickup,2023
VEH00643,POL00643,EC4877,CHS7926566625,MTR221351893,Mazda,Van,2020
VEH00644,POL00644,EC9787,CHS9625004832,MTR753210844,Kia,Van,2019
VEH00645,POL00645,EC4439,CHS2474762150,MTR699965667,Hyundai,SUV,2022
VEH00646,POL00646,EC7471,CHS6534325435,MTR286793109,Hyundai,Pickup,2014
VEH00647,POL00647,EC5974,CHS8595937821,MTR141986889,Kia,Sedan,2022
VEH00648,POL00648,EC9022,CHS9174274090,MTR845755766,Toyota,Sedan,2019
VEH00649,POL00649,EC6337,CHS4914528174,MTR916008646,Hyundai,Van,2014
VEH00650,POL00650,EC6361,CHS5706354124,MTR532843251,Nissan,Pickup,2019
VEH00651,POL00651,EC1481,CHS1567140104,MTR164763640,Toyota,Hatchback,2020
VEH00652,POL00652,EC9019,CHS1348644734,MTR881251749,Kia,Van,2022
VEH00653,POL00653,EC6707,CHS1531302092,MTR167179918,Hyundai,Sedan,2021
VEH00654,POL00654,EC4310,CHS2065778817,MTR192793898,Nissan,Sedan,2020
VEH00655,POL00655,EC7106,CHS2314489092,MTR387937599,Toyota,Sedan,2014
VEH00656,POL00656,EC9624,CHS2204784560,MTR173006416,Mazda,Hatchback,2021
VEH00657,POL00657,EC5762,CHS9712141263,MTR345893944,Kia,Hatchback,2015
VEH00658,POL00658,EC1337,CHS2673473850,MTR818823886,Nissan,Pickup,2017
VEH00659,POL00659,EC1813,CHS7477347265,MTR198771275,Chevrolet,SUV,2020
VEH00660,POL00660,EC2733,CHS7941095115,MTR220832159,Chevrolet,Hatchback,2017
VEH00661,POL00661,EC4827,CHS9597252192,MTR742302688,Toyota,Pickup,2014
VEH00662,POL00662,EC8184,CHS2144972472,MTR931866611,Hyundai,Sedan,2022
VEH00663,POL00663,EC9227,CHS9364191343,MTR122434725,Chevrolet,Sedan,2015
VEH00664,POL00664,EC6521,CHS2247003020,MTR114403426,Kia,Hatchback,2016
VEH00665,POL00665,EC5178,CHS2223326098,MTR668125459,Hyundai,SUV,2020
VEH00666,POL00666,EC1332,CHS3339325132,MTR180280873,Toyota,Sedan,2016
VEH00667,POL00667,EC1544,CHS8663214891,MTR973293240,Mazda,Pickup,2017
VEH00668,POL00668,EC1529,CHS5666157259,MTR801859901,Toyota,Pickup,2017
VEH00669,POL00669,EC4574,CHS1798663290,MTR805224757,Kia,Sedan,2014
VEH00670,POL00670,EC4662,CHS8840953434,MTR107082502,Kia,Van,2025
VEH00671,POL00671,EC7304,CHS3278073611,MTR890565677,Hyundai,SUV,2023
VEH00672,POL00672,EC4395,CHS8490954026,MTR716357409,Kia,Van,2023
VEH00673,POL00673,EC6719,CHS1216867799,MTR728561757,Chevrolet,Sedan,2020
VEH00674,POL00674,EC2585,CHS9162527760,MTR287893876,Chevrolet,Van,2014
VEH00675,POL00675,EC2126,CHS7561964042,MTR702952693,Kia,Hatchback,2014
VEH00676,POL00676,EC7734,CHS2680358290,MTR618818239,Toyota,Van,2018
VEH00677,POL00677,EC9567,CHS6087521627,MTR922937273,Kia,Sedan,2018
VEH00678,POL00678,EC7332,CHS4126110990,MTR710930938,Nissan,Pickup,2015
VEH00679,POL00679,EC8458,CHS6074733225,MTR598838426,Mazda,SUV,2017
VEH00680,POL00680,EC7492,CHS8136190447,MTR387259277,Kia,Pickup,2016
VEH00681,POL00681,EC7886,CHS2231033968,MTR310646048,Toyota,Van,2018
VEH00682,POL00682,EC5237,CHS8184065733,MTR259500740,Mazda,Van,2024
VEH00683,POL00683,EC1781,CHS9682565196,MTR149120630,Mazda,Pickup,2015
VEH00684,POL00684,EC4865,CHS7358059679,MTR494460143,Nissan,Sedan,2016
VEH00685,POL00685,EC5549,CHS9364368987,MTR624159145,Hyundai,Van,2021
VEH00686,POL00686,EC4444,CHS1401978736,MTR550902113,Chevrolet,Van,2022
VEH00687,POL00687,EC1250,CHS1414440032,MTR453689322,Chevrolet,SUV,2017
VEH00688,POL00688,EC3402,CHS6974915443,MTR670445188,Toyota,Pickup,2025
VEH00689,POL00689,EC4172,CHS5327524297,MTR654324758,Kia,Van,2015
VEH00690,POL00690,EC6436,CHS9978519180,MTR308334587,Mazda,Hatchback,2025
VEH00691,POL00691,EC3219,CHS1085655197,MTR360768334,Kia,SUV,2014
VEH00692,POL00692,EC7998,CHS9492948570,MTR638998103,Hyundai,SUV,2022
VEH00693,POL00693,EC5221,CHS7273280665,MTR143190194,Chevrolet,Pickup,2025
VEH00694,POL00694,EC7086,CHS6514689647,MTR806347433,Hyundai,Hatchback,2015
VEH00695,POL00695,EC8472,CHS6386015558,MTR855250122,Toyota,Sedan,2024
VEH00696,POL00696,EC8934,CHS5849958731,MTR847385676,Hyundai,Van,2017
VEH00697,POL00697,EC7422,CHS6097912537,MTR915451483,Hyundai,Pickup,2022
VEH00698,POL00698,EC6340,CHS2279934065,MTR307371585,Kia,Hatchback,2021
VEH00699,POL00699,EC5013,CHS4937283492,MTR233459392,Toyota,Pickup,2024
VEH00700,POL00700,EC9360,CHS5059052821,MTR661029989,Nissan,SUV,2014
VEH00701,POL00701,EC5401,CHS2030376245,MTR345672300,Nissan,Pickup,2014
VEH00702,POL00702,EC7374,CHS4341447398,MTR589611154,Kia,Sedan,2022
VEH00703,POL00703,EC5196,CHS7844063293,MTR690243647,Hyundai,SUV,2015
VEH00704,POL00704,EC8752,CHS7666807927,MTR868144124,Toyota,Hatchback,2017
VEH00705,POL00705,EC4100,CHS7865247504,MTR802346027,Hyundai,Sedan,2014
VEH00706,POL00706,EC4915,CHS6193124249,MTR555691577,Nissan,Hatchback,2014
VEH00707,POL00707,EC3803,CHS6366296405,MTR638859127,Chevrolet,Van,2016
VEH00708,POL00708,EC2695,CHS3261118236,MTR642415054,Mazda,Sedan,2021
VEH00709,POL00709,EC4372,CHS4934137251,MTR979964384,Hyundai,Hatchback,2025
VEH00710,POL00710,EC7682,CHS6980217785,MTR268506405,Chevrolet,SUV,2019
VEH00711,POL00711,EC9995,CHS1523425558,MTR432213500,Kia,Sedan,2016
VEH00712,POL00712,EC8868,CHS9960376208,MTR742474838,Hyundai,Sedan,2019
VEH00713,POL00713,EC2682,CHS9357409360,MTR970225711,Kia,Pickup,2017
VEH00714,POL00714,EC5505,CHS2895448350,MTR716119394,Toyota,Hatchback,2017
VEH00715,POL00715,EC2436,CHS1760852388,MTR347419419,Toyota,Van,2023
VEH00716,POL00716,EC4372,CHS3706597258,MTR284387615,Chevrolet,Van,2014
VEH00717,POL00717,EC1322,CHS4126816302,MTR783715630,Chevrolet,Hatchback,2017
VEH00718,POL00718,EC9597,CHS4815815573,MTR979818937,Kia,Van,2025
VEH00719,POL00719,EC4506,CHS9781282694,MTR383580229,Kia,Sedan,2025
VEH00720,POL00720,EC5196,CHS2260659310,MTR244195390,Chevrolet,SUV,2020
VEH00721,POL00721,EC6480,CHS7177396927,MTR140543318,Mazda,Pickup,2021
VEH00722,POL00722,EC9034,CHS9009581663,MTR478081723,Chevrolet,Van,2023
VEH00723,POL00723,EC2784,CHS5210740599,MTR361186175,Kia,Van,2019
VEH00724,POL00724,EC4337,CHS5456342188,MTR167790455,Chevrolet,Pickup,2016
VEH00725,POL00725,EC1765,CHS6556569794,MTR755175418,Kia,Sedan,2015
VEH00726,POL00726,EC9917,CHS1486216172,MTR732853246,Mazda,Sedan,2020
VEH00727,POL00727,EC1029,CHS5958331636,MTR735105300,Kia,Hatchback,2015
VEH00728,POL00728,EC2436,CHS1289232546,MTR708609465,Chevrolet,SUV,2025
VEH00729,POL00729,EC2151,CHS5593584836,MTR844801913,Mazda,Sedan,2025
VEH00730,POL00730,EC4120,CHS4381444753,MTR908658000,Chevrolet,Hatchback,2016
VEH00731,POL00731,EC7972,CHS9655305876,MTR981240468,Hyundai,Sedan,2018
VEH00732,POL00732,EC6385,CHS9390542653,MTR742638789,Toyota,Sedan,2020
VEH00733,POL00733,EC4910,CHS4389044138,MTR951085084,Nissan,Van,2020
VEH00734,POL00734,EC4848,CHS6229073048,MTR204177001,Hyundai,Van,2018
VEH00735,POL00735,EC3523,CHS9752698006,MTR191718835,Chevrolet,Hatchback,2020
VEH00736,POL00736,EC1914,CHS6295004793,MTR389087728,Kia,Sedan,2025
VEH00737,POL00737,EC6322,CHS3247938494,MTR842209205,Chevrolet,Van,2017
VEH00738,POL00738,EC5802,CHS2576402377,MTR862237416,Kia,Sedan,2023
VEH00739,POL00739,EC6196,CHS1682961490,MTR171726864,Nissan,SUV,2023
VEH00740,POL00740,EC7002,CHS4652346135,MTR675316601,Chevrolet,SUV,2025
VEH00741,POL00741,EC4973,CHS8897978993,MTR990931019,Mazda,Pickup,2015
VEH00742,POL00742,EC9966,CHS6049174965,MTR880192764,Hyundai,Pickup,2024
VEH00743,POL00743,EC9871,CHS9931469104,MTR955941254,Mazda,Sedan,2025
VEH00744,POL00744,EC5373,CHS1966854056,MTR916948120,Hyundai,Van,2025
VEH00745,POL00745,EC4186,CHS5250844086,MTR560542863,Mazda,Van,2021
VEH00746,POL00746,EC5428,CHS8801148967,MTR650214092,Toyota,Pickup,2022
VEH00747,POL00747,EC3588,CHS4113255149,MTR127759037,Mazda,Sedan,2024
VEH00748,POL00748,EC1037,CHS6376913727,MTR702211023,Chevrolet,Sedan,2020
VEH00749,POL00749,EC8283,CHS4830163451,MTR607331186,Mazda,SUV,2021
VEH00750,POL00750,EC7292,CHS3715389129,MTR442876300,Chevrolet,SUV,2022
VEH00751,POL00751,EC9520,CHS7437350603,MTR833329081,Nissan,SUV,2022
VEH00752,POL00752,EC5608,CHS8744691874,MTR922497680,Chevrolet,Sedan,2025
VEH00753,POL00753,EC3147,CHS6205230440,MTR259183686,Kia,SUV,2016
VEH00754,POL00754,EC7981,CHS7473878959,MTR312774024,Mazda,SUV,2023
VEH00755,POL00755,EC2283,CHS4937667731,MTR314005282,Hyundai,Pickup,2018
VEH00756,POL00756,EC7274,CHS6335377840,MTR473431838,Hyundai,Sedan,2018
VEH00757,POL00757,EC4819,CHS9274751686,MTR312788007,Kia,SUV,2019
VEH00758,POL00758,EC3943,CHS2664913301,MTR837455504,Mazda,Van,2024
VEH00759,POL00759,EC6477,CHS1385319996,MTR907876480,Chevrolet,Pickup,2015
VEH00760,POL00760,EC8101,CHS6000570008,MTR566497744,Kia,Hatchback,2016
VEH00761,POL00761,EC5544,CHS4153958842,MTR363243267,Mazda,Hatchback,2017
VEH00762,POL00762,EC2420,CHS9198245113,MTR433405167,Chevrolet,Van,2021
VEH00763,POL00763,EC7946,CHS4883639660,MTR453551536,Nissan,SUV,2014
VEH00764,POL00764,EC3234,CHS6469071636,MTR507356560,Nissan,SUV,2025
VEH00765,POL00765,EC1389,CHS4991484867,MTR968050574,Hyundai,Sedan,2022
VEH00766,POL00766,EC3294,CHS7944002602,MTR604151138,Kia,SUV,2025
VEH00767,POL00767,EC4514,CHS4266307741,MTR633000805,Kia,SUV,2015
VEH00768,POL00768,EC5664,CHS2546368767,MTR779970567,Hyundai,SUV,2019
VEH00769,POL00769,EC4541,CHS2866320645,MTR749587539,Mazda,Van,2025
VEH00770,POL00770,EC6020,CHS4567890201,MTR785803414,Kia,Hatchback,2022
VEH00771,POL00771,EC1229,CHS8914945826,MTR277725905,Chevrolet,Pickup,2017
VEH00772,POL00772,EC2865,CHS1420264653,MTR467819261,Chevrolet,Van,2024
VEH00773,POL00773,EC5225,CHS4161375964,MTR481753954,Chevrolet,SUV,2022
VEH00774,POL00774,EC9678,CHS8162088908,MTR572264475,Hyundai,Pickup,2016
VEH00775,POL00775,EC8400,CHS9548250776,MTR417459605,Chevrolet,SUV,2020
VEH00776,POL00776,EC6346,CHS7183919324,MTR313339092,Kia,SUV,2021
VEH00777,POL00777,EC5023,CHS5495105139,MTR828719129,Mazda,Van,2021
VEH00778,POL00778,EC5557,CHS6602240159,MTR346678628,Kia,Pickup,2015
VEH00779,POL00779,EC4682,CHS6744249273,MTR716892096,Kia,Hatchback,2024
VEH00780,POL00780,EC4509,CHS5165342659,MTR805168536,Hyundai,Sedan,2021
VEH00781,POL00781,EC7002,CHS4895319410,MTR431506074,Nissan,Van,2025
VEH00782,POL00782,EC4250,CHS2988981229,MTR695617169,Mazda,Pickup,2022
VEH00783,POL00783,EC6445,CHS2773553979,MTR501587563,Toyota,SUV,2017
VEH00784,POL00784,EC6745,CHS1075985948,MTR912113642,Chevrolet,Hatchback,2014
VEH00785,POL00785,EC1755,CHS5137648707,MTR875253737,Nissan,SUV,2022
VEH00786,POL00786,EC3367,CHS1638907563,MTR997464988,Toyota,Van,2025
VEH00787,POL00787,EC9462,CHS1182138600,MTR115008808,Mazda,SUV,2018
VEH00788,POL00788,EC2536,CHS4016766432,MTR927494339,Nissan,Van,2017
VEH00789,POL00789,EC7207,CHS9715307439,MTR711778112,Toyota,Sedan,2021
VEH00790,POL00790,EC9081,CHS3655801897,MTR566684986,Mazda,Pickup,2016
VEH00791,POL00791,EC2103,CHS2555953288,MTR789233678,Chevrolet,Hatchback,2020
VEH00792,POL00792,EC9363,CHS5697410653,MTR677371840,Toyota,Van,2021
VEH00793,POL00793,EC4275,CHS1320632548,MTR315610394,Chevrolet,Pickup,2022
VEH00794,POL00794,EC5762,CHS8356732132,MTR453970483,Hyundai,SUV,2024
VEH00795,POL00795,EC4288,CHS6622208758,MTR825136857,Mazda,SUV,2016
VEH00796,POL00796,EC4672,CHS4357951876,MTR253753608,Mazda,Pickup,2015
VEH00797,POL00797,EC4606,CHS1044744438,MTR317441282,Hyundai,Hatchback,2020
VEH00798,POL00798,EC2744,CHS8885460891,MTR790818675,Kia,Pickup,2018
VEH00799,POL00799,EC6012,CHS2395236259,MTR653099392,Nissan,Sedan,2020
VEH00800,POL00800,EC3045,CHS5775339404,MTR385085534,Chevrolet,Hatchback,2025
