id_asegurado,segmento,antiguedad_meses,ciudad,numero_polizas,reclamos_ultimos_12_meses,mora_actual,score_cliente_simulado,lista_restrictiva
ASE00990,Pyme,58,Cuenca,4,1,False,671,False
ASE00991,Individual,40,Ambato,4,1,False,633,False
ASE00992,Corporativo,120,Quito,4,1,False,695,False
ASE00993,Pyme,141,Portoviejo,1,1,False,850,False
ASE00994,Pyme,4,Manta,4,3,False,816,False
ASE00995,Individual,51,Loja,4,0,True,661,False
ASE00996,Individual,106,Guayaquil,1,0,False,705,False
ASE00997,Pyme,127,Loja,3,0,False,542,False
ASE00998,Individual,121,Portoviejo,3,1,False,744,False
ASE00999,Individual,65,Ambato,2,0,True,763,False
ASE01000,Individual,128,Cuenca,3,0,False,550,False
ASE01001,Pyme,102,Quito,1,0,True,572,False
ASE01002,Individual,3,Guayaquil,1,0,False,561,False
ASE01003,Pyme,123,Santo Domingo,2,2,False,667,False
ASE01004,Individual,88,Santo Domingo,4,0,False,603,False
ASE01005,Pyme,139,Guayaquil,2,0,False,731,False
ASE01006,Individual,58,Manta,4,0,False,712,False
ASE01007,VIP,36,Santo Domingo,3,0,False,558,False
ASE01008,Individual,10,Loja,2,0,False,600,False
ASE01009,Pyme,18,Portoviejo,2,1,False,650,False
ASE01010,Individual,114,Portoviejo,1,0,False,653,False
ASE01011,Pyme,94,Guayaquil,4,0,False,757,False
ASE01012,Individual,59,Manta,4,0,False,729,False
ASE01013,Individual,92,Quito,3,1,False,830,False
ASE01014,Corporativo,83,Quito,2,2,True,494,False
ASE01015,Individual,44,Quito,2,0,False,900,False
ASE01016,Individual,53,Ambato,2,1,False,736,False
ASE01017,Individual,19,Quito,4,0,False,662,False
ASE01018,Individual,43,Quito,1,1,False,598,False
ASE01019,Pyme,134,Cuenca,1,0,False,744,False
ASE01020,VIP,115,Santo Domingo,4,3,False,805,False
ASE01021,Individual,62,Manta,2,1,False,743,False
ASE01022,Corporativo,119,Loja,1,3,False,770,False
ASE01023,Individual,42,Portoviejo,1,0,True,683,False
ASE01024,Individual,22,Portoviejo,3,0,False,648,False
ASE01025,Individual,24,Quito,3,1,False,613,False
ASE01026,Individual,73,Ambato,1,0,False,524,False
ASE01027,Pyme,104,Santo Domingo,4,1,False,666,False
ASE01028,Individual,21,Quito,2,0,False,776,False
ASE01029,VIP,141,Guayaquil,2,0,False,852,False
ASE01030,Pyme,17,Manta,3,0,False,684,False
ASE01031,Individual,29,Santo Domingo,2,0,False,548,False
ASE01032,Individual,19,Ambato,4,0,False,655,False
ASE01033,Individual,97,Santo Domingo,1,0,False,719,False
ASE01034,Pyme,113,Cuenca,2,0,False,822,False
ASE01035,Corporativo,36,Portoviejo,4,0,False,699,False
ASE01036,Pyme,113,Manta,2,1,False,792,False
ASE01037,Individual,22,Ambato,3,1,False,741,False
ASE01038,Individual,64,Santo Domingo,2,0,False,722,False
ASE01039,Pyme,51,Loja,3,0,False,714,False
ASE01040,Individual,26,Manta,3,1,False,709,False
ASE01041,Corporativo,106,Guayaquil,1,2,False,662,False
ASE01042,Individual,4,Guayaquil,3,1,False,682,False
ASE01043,Individual,7,Manta,3,0,False,641,False
ASE01044,Pyme,12,Cuenca,3,2,False,748,False
ASE01045,Corporativo,10,Santo Domingo,4,0,False,560,False
ASE01046,Individual,132,Quito,1,0,False,611,False
ASE01047,Individual,31,Guayaquil,2,0,False,759,False
ASE01048,Individual,47,Guayaquil,3,0,True,604,False
ASE01049,Corporativo,100,Loja,1,2,False,718,False
ASE01050,Corporativo,18,Santo Domingo,1,0,False,649,True
ASE01051,Individual,30,Quito,2,0,False,567,False
ASE01052,Individual,133,Manta,1,0,False,684,False
ASE01053,Corporativo,135,Cuenca,4,0,False,795,False
ASE01054,Individual,133,Manta,1,0,False,660,False
ASE01055,Individual,32,Guayaquil,2,1,True,748,False
ASE01056,Individual,63,Guayaquil,1,1,False,756,False
ASE01057,Pyme,84,Cuenca,1,1,False,565,False
ASE01058,Pyme,48,Cuenca,2,0,False,753,False
ASE01059,Individual,10,Guayaquil,2,0,False,636,False
ASE01060,Individual,33,Guayaquil,2,0,False,767,False
ASE01061,Pyme,4,Loja,1,0,False,655,False
ASE01062,Pyme,83,Guayaquil,1,0,False,741,False
ASE01063,Pyme,142,Quito,3,0,False,900,False
ASE01064,Pyme,34,Portoviejo,4,0,False,638,False
ASE01065,Pyme,9,Loja,4,0,False,586,False
ASE01066,Pyme,35,Santo Domingo,4,1,False,694,False
ASE01067,Individual,87,Manta,3,0,True,747,False
ASE01068,Individual,133,Cuenca,3,3,False,819,False
ASE01069,Individual,139,Ambato,4,0,False,809,False
ASE01070,Individual,9,Portoviejo,1,3,False,662,False
ASE01071,Individual,15,Quito,1,0,False,649,False
ASE01072,Corporativo,28,Manta,2,1,False,574,False
ASE01073,Individual,46,Manta,1,1,False,613,False
ASE01074,Pyme,12,Ambato,3,0,False,680,False
ASE01075,Individual,65,Cuenca,3,1,False,776,False
ASE01076,Individual,6,Santo Domingo,1,0,False,810,False
ASE01077,Individual,143,Loja,3,1,False,605,False
ASE01078,Individual,15,Quito,2,0,False,628,False
ASE01079,Individual,86,Cuenca,1,2,False,694,False
ASE01080,Individual,132,Portoviejo,1,0,False,716,False
ASE01081,VIP,77,Loja,2,1,False,729,False
ASE01082,Individual,136,Santo Domingo,1,0,False,560,False
ASE01083,Individual,49,Portoviejo,2,0,False,582,False
ASE01084,Individual,141,Portoviejo,2,0,False,758,False
ASE01085,Individual,14,Cuenca,2,0,False,782,False
ASE01086,Individual,50,Cuenca,4,0,False,627,False
ASE01087,Individual,87,Cuenca,2,0,False,689,False
ASE01088,Individual,140,Guayaquil,2,1,False,751,False
ASE01089,Individual,127,Ambato,1,0,False,710,False
ASE01090,Pyme,132,Portoviejo,4,0,True,599,False
ASE01091,VIP,60,Manta,3,1,False,703,False
ASE01092,Individual,47,Portoviejo,3,0,False,587,False
ASE01093,Individual,126,Portoviejo,1,0,False,723,False
ASE01094,Individual,84,Manta,3,1,False,655,False
ASE01095,Individual,7,Manta,2,1,False,618,False
ASE01096,Individual,91,Cuenca,2,0,False,685,False
ASE01097,Pyme,89,Santo Domingo,3,1,False,621,False
ASE01098,Individual,26,Guayaquil,2,0,False,583,True
ASE01099,Pyme,80,Cuenca,1,0,True,731,False
ASE01100,Individual,111,Cuenca,4,0,False,622,False
ASE01101,Individual,90,Loja,3,0,False,791,False
ASE01102,Pyme,88,Portoviejo,2,0,False,775,False
ASE01103,Individual,10,Guayaquil,4,2,False,752,False
ASE01104,Corporativo,46,Santo Domingo,1,0,False,564,False
ASE01105,Pyme,87,Cuenca,1,0,False,731,False
ASE01106,Pyme,106,Loja,3,1,False,605,False
ASE01107,Individual,88,Cuenca,4,1,False,766,False
ASE01108,Individual,65,Cuenca,4,0,False,593,False
ASE01109,Individual,118,Loja,1,0,False,658,False
ASE01110,Individual,19,Loja,3,0,False,738,False
ASE01111,Corporativo,44,Guayaquil,3,1,False,637,False
ASE01112,Corporativo,61,Manta,2,1,False,646,False
ASE01113,Individual,143,Manta,3,2,False,691,False
ASE01114,Pyme,17,Cuenca,4,0,False,666,False
ASE01115,Pyme,84,Portoviejo,1,1,False,701,False
ASE01116,Individual,59,Manta,4,1,False,699,False
ASE01117,Individual,30,Manta,3,0,False,572,False
ASE01118,Individual,36,Cuenca,3,2,False,883,False
ASE01119,Individual,68,Cuenca,3,0,False,778,False
ASE01120,Pyme,11,Cuenca,2,0,False,724,False
ASE01121,Pyme,84,Loja,1,0,False,621,False
ASE01122,Individual,21,Loja,1,0,False,764,True
ASE01123,Corporativo,108,Manta,4,0,False,642,False
ASE01124,Individual,15,Portoviejo,3,1,True,687,False
ASE01125,Individual,26,Portoviejo,1,1,False,663,False
ASE01126,Individual,107,Santo Domingo,1,1,False,699,False
ASE01127,Individual,102,Guayaquil,4,0,False,827,False
ASE01128,Corporativo,125,Ambato,2,1,False,647,False
ASE01129,Pyme,34,Portoviejo,4,1,False,795,False
ASE01130,Individual,37,Santo Domingo,3,1,False,723,False
ASE01131,Corporativo,42,Ambato,3,0,False,610,False
ASE01132,VIP,60,Portoviejo,3,0,False,877,False
ASE01133,Individual,139,Cuenca,2,0,False,746,False
ASE01134,Pyme,129,Portoviejo,4,0,False,558,False
ASE01135,VIP,140,Santo Domingo,4,0,False,653,False
ASE01136,Individual,49,Santo Domingo,1,0,False,608,False
ASE01137,Individual,139,Quito,2,1,False,611,False
ASE01138,Pyme,90,Loja,3,2,False,613,False
ASE01139,Individual,128,Guayaquil,1,0,False,686,False
ASE01140,Individual,104,Cuenca,3,0,False,696,False
ASE01141,Individual,114,Santo Domingo,1,0,True,743,False
ASE01142,Corporativo,86,Manta,2,2,False,686,False
ASE01143,Corporativo,135,Santo Domingo,2,2,False,686,False
ASE01144,Individual,142,Loja,3,0,True,806,False
ASE01145,Pyme,87,Manta,2,0,False,626,False
ASE01146,Pyme,9,Portoviejo,3,0,False,724,False
ASE01147,Individual,49,Ambato,3,1,True,769,False
ASE01148,Individual,16,Guayaquil,4,1,False,770,False
ASE01149,Individual,139,Quito,4,0,False,618,False
ASE01150,Pyme,142,Santo Domingo,2,0,False,647,False
ASE01151,Individual,17,Manta,3,0,False,676,False
ASE01152,Pyme,81,Portoviejo,2,3,False,740,False
ASE01153,Pyme,86,Portoviejo,2,0,False,774,False
ASE01154,VIP,54,Quito,2,0,False,671,False
ASE01155,Pyme,67,Manta,3,2,False,806,False
ASE01156,Individual,135,Ambato,1,0,False,734,False
ASE01157,Individual,26,Guayaquil,3,0,False,622,False
ASE01158,Individual,131,Loja,4,0,False,759,False
ASE01159,Individual,64,Ambato,2,1,False,536,False
ASE01160,Individual,127,Cuenca,2,0,False,671,False
ASE01161,Individual,132,Guayaquil,3,2,False,517,False
ASE01162,Individual,5,Ambato,3,1,False,693,False
ASE01163,Individual,56,Loja,1,0,True,771,False
ASE01164,Individual,59,Cuenca,3,0,False,742,False
ASE01165,Individual,41,Ambato,2,0,True,488,False
ASE01166,Corporativo,120,Loja,2,0,False,708,False
ASE01167,Individual,33,Ambato,3,0,False,736,False
ASE01168,Corporativo,61,Manta,3,2,False,751,False
ASE01169,Individual,101,Cuenca,3,0,False,738,False
ASE01170,Individual,99,Cuenca,2,1,False,750,False
ASE01171,Individual,8,Santo Domingo,4,0,False,565,False
ASE01172,Pyme,118,Guayaquil,1,1,False,677,False
ASE01173,Corporativo,140,Santo Domingo,4,0,False,629,False
ASE01174,Individual,97,Cuenca,1,0,False,677,False
ASE01175,Pyme,81,Portoviejo,4,0,True,703,False
ASE01176,Individual,41,Guayaquil,4,0,False,611,False
ASE01177,Pyme,8,Guayaquil,1,0,False,640,False
ASE01178,Individual,103,Manta,3,2,False,730,False
ASE01179,Individual,35,Manta,3,1,False,636,False
ASE01180,Individual,135,Portoviejo,2,0,False,646,False
ASE01181,Individual,71,Portoviejo,1,0,True,688,False
ASE01182,Pyme,62,Ambato,1,0,False,791,False
ASE01183,Individual,30,Portoviejo,1,1,False,654,False
ASE01184,Individual,45,Manta,1,0,False,550,False
ASE01185,Individual,140,Portoviejo,4,0,False,603,False
ASE01186,Individual,92,Portoviejo,2,0,False,693,False
ASE01187,VIP,77,Portoviejo,2,0,False,539,False
ASE01188,Pyme,35,Manta,3,0,False,611,False
ASE01189,Pyme,55,Cuenca,3,0,False,609,False
ASE01190,Individual,48,Loja,1,0,False,845,False
ASE01191,Individual,114,Cuenca,4,1,False,747,False
ASE01192,Individual,54,Portoviejo,3,1,False,614,False
ASE01193,Pyme,69,Portoviejo,3,0,False,603,False
ASE01194,Individual,120,Manta,1,0,False,577,False
ASE01195,Individual,36,Manta,4,2,False,688,False
ASE01196,Pyme,107,Ambato,3,0,True,676,False
ASE01197,Individual,34,Manta,3,0,True,560,False
ASE01198,Individual,123,Cuenca,2,0,False,709,False
ASE01199,Individual,49,Quito,3,3,False,772,False
ASE01200,Individual,1,Santo Domingo,1,2,False,724,False
ASE01201,Individual,65,Loja,1,0,False,682,False
ASE01202,Individual,26,Santo Domingo,4,0,False,797,False
ASE01203,VIP,67,Guayaquil,3,2,False,708,False
ASE01204,Pyme,131,Quito,2,0,False,703,False
ASE01205,Individual,57,Quito,4,1,False,744,False
ASE01206,Pyme,86,Ambato,4,1,False,562,False
ASE01207,Individual,56,Loja,3,0,False,809,False
ASE01208,Pyme,136,Quito,1,1,False,695,False
ASE01209,Individual,68,Ambato,3,1,False,675,False
ASE01210,Pyme,56,Ambato,4,3,False,740,False
ASE01211,VIP,38,Portoviejo,3,0,False,591,False
ASE01212,VIP,30,Santo Domingo,4,1,False,610,False
ASE01213,Individual,69,Quito,3,0,False,716,False
ASE01214,Individual,93,Ambato,2,1,True,724,False
ASE01215,Individual,122,Quito,2,0,False,569,False
ASE01216,Individual,30,Portoviejo,3,0,False,667,False
ASE01217,Individual,31,Manta,1,0,False,605,False
ASE01218,Individual,41,Cuenca,3,0,False,646,False
ASE01219,Corporativo,71,Ambato,3,0,False,594,False
ASE01220,Individual,59,Santo Domingo,1,2,False,745,False
ASE01221,Individual,22,Ambato,2,0,False,698,False
ASE01222,Pyme,109,Manta,3,0,False,594,False
ASE01223,Pyme,82,Santo Domingo,3,0,False,715,False
ASE01224,Individual,78,Manta,4,0,False,679,False
ASE01225,Individual,8,Ambato,4,0,False,676,False
ASE01226,Individual,81,Manta,4,0,False,559,False
ASE01227,Pyme,85,Quito,2,0,False,585,False
ASE01228,Individual,70,Loja,3,0,False,657,False
ASE01229,Pyme,40,Santo Domingo,2,0,False,602,False
ASE01230,Individual,136,Guayaquil,1,0,False,641,False
ASE01231,Individual,96,Santo Domingo,3,0,False,724,False
ASE01232,VIP,143,Cuenca,1,0,False,739,False
ASE01233,Individual,97,Portoviejo,2,0,False,667,False
ASE01234,Pyme,72,Portoviejo,2,1,True,648,False
ASE01235,Individual,31,Cuenca,4,3,False,526,False
ASE01236,Individual,78,Quito,3,0,False,671,False
ASE01237,Individual,86,Loja,4,1,True,638,False
ASE01238,Individual,2,Portoviejo,1,0,False,644,False
ASE01239,Individual,69,Guayaquil,1,0,False,729,False
ASE01240,Individual,110,Ambato,3,1,False,567,False
ASE01241,Pyme,29,Manta,1,0,False,736,False
ASE01242,Pyme,101,Quito,3,0,False,592,False
ASE01243,Corporativo,134,Santo Domingo,3,0,False,556,False
ASE01244,Individual,11,Cuenca,3,1,False,601,False
ASE01245,Corporativo,130,Portoviejo,2,0,False,585,False
ASE01246,Corporativo,19,Ambato,3,1,False,668,False
ASE01247,Individual,55,Manta,1,0,False,829,False
ASE01248,Individual,9,Manta,4,0,False,818,False
ASE01249,Individual,118,Guayaquil,2,0,False,652,False
ASE01250,Pyme,62,Cuenca,4,0,False,661,False
ASE01251,Individual,71,Santo Domingo,3,0,False,786,False
ASE01252,Individual,82,Santo Domingo,1,1,False,760,False
ASE01253,Corporativo,82,Ambato,2,0,False,608,False
ASE01254,Pyme,12,Portoviejo,4,0,False,723,False
ASE01255,Individual,21,Santo Domingo,3,0,False,705,False
ASE01256,Pyme,136,Quito,4,0,True,772,False
ASE01257,Individual,83,Ambato,1,0,False,896,False
ASE01258,Individual,8,Quito,2,2,False,668,False
ASE01259,Individual,24,Portoviejo,2,1,False,741,False
ASE01260,Individual,23,Portoviejo,1,3,False,685,False
ASE01261,VIP,29,Guayaquil,1,0,False,696,False
ASE01262,Pyme,113,Portoviejo,1,0,False,610,False
ASE01263,Individual,22,Ambato,3,0,False,653,False
ASE01264,Individual,94,Quito,2,0,False,722,False
ASE01265,Individual,98,Santo Domingo,1,0,False,609,False
ASE01266,Individual,122,Guayaquil,3,0,False,712,False
ASE01267,Pyme,99,Santo Domingo,2,0,False,704,False
ASE01268,Individual,130,Cuenca,3,2,False,663,False
ASE01269,Pyme,26,Cuenca,2,0,False,852,False
ASE01270,Individual,141,Santo Domingo,1,2,False,762,False
ASE01271,Pyme,64,Cuenca,3,0,False,746,False
ASE01272,Individual,87,Loja,1,0,False,771,False
ASE01273,Individual,56,Portoviejo,2,0,False,691,False
ASE01274,Individual,83,Santo Domingo,1,0,False,649,False
ASE01275,Corporativo,85,Quito,3,0,False,730,False
ASE01276,Pyme,3,Ambato,3,0,False,707,False
ASE01277,Individual,23,Cuenca,1,0,False,745,False
ASE01278,Individual,68,Loja,3,1,True,696,False
ASE01279,Individual,130,Manta,3,2,False,662,False
ASE01280,Pyme,41,Santo Domingo,2,0,False,642,False
ASE01281,VIP,21,Loja,1,1,False,582,False
ASE01282,Pyme,9,Loja,3,0,False,582,False
ASE01283,Pyme,140,Quito,4,0,True,784,False
ASE01284,Individual,89,Cuenca,1,1,False,684,False
ASE01285,Pyme,102,Guayaquil,4,0,False,703,False
ASE01286,Individual,7,Guayaquil,3,0,False,621,False
ASE01287,Pyme,67,Guayaquil,1,0,False,630,False
ASE01288,Individual,91,Loja,2,1,False,721,False
ASE01289,Pyme,140,Loja,2,0,False,695,False
ASE01290,Individual,138,Santo Domingo,3,0,False,803,False
ASE01291,Individual,132,Guayaquil,4,0,False,489,False
ASE01292,Individual,60,Cuenca,2,2,False,690,False
ASE01293,Individual,62,Santo Domingo,2,0,False,707,False
ASE01294,Individual,94,Ambato,4,0,False,635,False
ASE01295,Individual,143,Guayaquil,1,0,False,731,False
ASE01296,Pyme,2,Quito,4,0,False,647,False
ASE01297,Individual,58,Ambato,4,1,False,681,False
ASE01298,Pyme,51,Ambato,2,1,False,828,False
ASE01299,Pyme,132,Loja,1,0,False,586,False
ASE01300,VIP,16,Guayaquil,3,2,False,718,False
ASE01301,Corporativo,33,Quito,1,0,False,633,False
ASE01302,VIP,37,Quito,2,2,False,574,False
ASE01303,Corporativo,17,Cuenca,3,2,False,714,False
ASE01304,Corporativo,4,Loja,1,0,False,480,False
ASE01305,VIP,67,Santo Domingo,1,0,False,709,False
ASE01306,VIP,71,Portoviejo,1,0,False,548,False
ASE01307,Individual,3,Loja,1,2,False,666,False
ASE01308,Individual,112,Ambato,3,1,False,611,False
ASE01309,Corporativo,44,Portoviejo,3,0,False,748,False
ASE01310,Individual,105,Cuenca,4,1,False,685,False
ASE01311,Corporativo,129,Guayaquil,1,0,False,706,False
ASE01312,VIP,141,Loja,2,1,False,553,False
ASE01313,Pyme,101,Santo Domingo,4,0,False,774,False
ASE01314,Individual,129,Cuenca,2,0,False,613,False
ASE01315,Pyme,68,Guayaquil,4,0,False,785,False
ASE01316,Corporativo,102,Quito,2,1,False,590,False
ASE01317,Individual,116,Manta,4,2,False,769,False
ASE01318,Corporativo,109,Quito,1,1,False,748,False
ASE01319,Pyme,77,Guayaquil,3,2,False,770,False
ASE01320,Corporativo,84,Quito,4,0,False,590,False
ASE01321,Individual,108,Guayaquil,4,0,False,642,False
ASE01322,Corporativo,3,Ambato,3,1,False,678,False
ASE01323,Individual,143,Cuenca,1,1,False,732,False
ASE01324,Pyme,110,Santo Domingo,4,0,False,839,False
ASE01325,Corporativo,135,Loja,1,0,False,660,False
ASE01326,Individual,88,Portoviejo,3,0,False,674,False
ASE01327,Individual,89,Quito,1,0,True,646,False
ASE01328,VIP,134,Cuenca,3,0,False,776,False
ASE01329,Individual,63,Santo Domingo,3,0,False,622,False
ASE01330,Individual,27,Guayaquil,3,0,False,614,False
ASE01331,Corporativo,66,Guayaquil,3,0,False,736,False
ASE01332,Pyme,134,Loja,4,0,False,652,False
ASE01333,Corporativo,35,Ambato,4,0,False,834,False
ASE01334,Pyme,24,Quito,4,1,False,683,False
ASE01335,Individual,82,Loja,3,1,False,500,False
ASE01336,Individual,10,Ambato,3,0,True,640,False
ASE01337,Individual,89,Portoviejo,1,0,False,531,False
ASE01338,Individual,91,Cuenca,4,0,False,661,False
ASE01339,Individual,51,Manta,2,0,False,645,False
ASE01340,Individual,47,Loja,2,0,False,653,False
ASE01341,Individual,29,Manta,3,0,False,542,False
ASE01342,Individual,77,Ambato,4,1,True,714,False
ASE01343,Individual,3,Portoviejo,1,1,False,580,False
ASE01344,Individual,54,Manta,1,0,False,845,False
ASE01345,Pyme,14,Ambato,4,0,False,795,False
ASE01346,Individual,26,Cuenca,3,1,False,553,False
ASE01347,Individual,36,Cuenca,4,0,False,697,False
ASE01348,Individual,123,Portoviejo,4,0,True,656,False
ASE01349,Individual,64,Santo Domingo,3,1,False,741,False
ASE01350,Individual,115,Ambato,1,0,False,677,False
ASE01351,Individual,121,Guayaquil,1,0,False,699,False
ASE01352,Individual,41,Guayaquil,1,0,False,585,False
ASE01353,Individual,21,Ambato,4,0,False,556,False
ASE01354,Individual,48,Cuenca,2,1,False,522,False
ASE01355,Individual,95,Guayaquil,3,0,False,750,False
ASE01356,Pyme,110,Loja,4,0,False,708,False
ASE01357,Individual,115,Cuenca,1,0,False,718,False
ASE01358,Individual,66,Cuenca,2,0,False,662,False
ASE01359,Pyme,60,Portoviejo,1,0,False,688,False
ASE01360,Pyme,101,Ambato,2,0,False,604,False
ASE01361,Pyme,102,Guayaquil,2,3,False,716,False
ASE01362,Individual,132,Manta,1,0,False,588,False
ASE01363,Individual,104,Loja,1,0,False,644,False
ASE01364,Corporativo,120,Ambato,4,2,False,657,False
ASE01365,Pyme,70,Guayaquil,1,1,False,632,False
ASE01366,VIP,86,Santo Domingo,4,0,False,601,False
ASE01367,Individual,33,Quito,2,1,False,698,False
ASE01368,Individual,113,Quito,3,0,False,681,False
ASE01369,Corporativo,94,Guayaquil,2,0,True,672,False
ASE01370,Individual,27,Santo Domingo,3,0,False,680,False
ASE01371,VIP,61,Quito,1,0,True,690,False
ASE01372,Pyme,121,Santo Domingo,3,1,False,644,False
ASE01373,Individual,101,Portoviejo,4,0,False,515,False
ASE01374,Pyme,36,Portoviejo,4,1,False,699,False
ASE01375,Individual,119,Santo Domingo,3,0,False,517,False
ASE01376,Pyme,61,Guayaquil,2,0,False,730,False
ASE01377,Pyme,93,Loja,1,0,False,693,False
ASE01378,Pyme,88,Loja,4,0,False,591,False
ASE01379,Individual,26,Santo Domingo,1,0,False,607,False
ASE01380,Individual,47,Portoviejo,1,1,False,645,False
ASE01381,Individual,131,Santo Domingo,1,0,False,747,False
ASE01382,Pyme,119,Cuenca,1,0,False,758,False
ASE01383,Corporativo,15,Guayaquil,1,2,False,822,False
ASE01384,Individual,85,Guayaquil,4,0,False,737,False
ASE01385,Individual,108,Loja,3,0,False,598,False
ASE01386,Corporativo,136,Manta,2,2,False,598,False
ASE01387,Individual,76,Guayaquil,4,0,False,839,False
ASE01388,Pyme,40,Guayaquil,2,0,False,795,False
ASE01389,Corporativo,121,Loja,3,2,False,698,False
ASE01390,Pyme,101,Manta,1,0,False,808,False
ASE01391,Individual,133,Cuenca,2,0,False,578,False
ASE01392,Pyme,23,Guayaquil,4,0,False,829,True
ASE01393,Individual,65,Santo Domingo,3,0,False,721,False
ASE01394,Individual,25,Ambato,4,0,False,716,False
ASE01395,Corporativo,10,Loja,4,0,False,650,False
ASE01396,Pyme,74,Portoviejo,3,0,False,546,False
ASE01397,Individual,99,Ambato,3,3,False,708,False
ASE01398,Pyme,129,Quito,4,1,True,855,False
ASE01399,Individual,67,Manta,1,0,False,656,False
ASE01400,Pyme,68,Ambato,4,0,False,624,False
ASE01401,Pyme,79,Portoviejo,4,0,False,653,False
ASE01402,Pyme,80,Quito,1,0,False,685,False
ASE01403,Pyme,45,Quito,2,0,False,593,False
ASE01404,Individual,136,Quito,3,0,False,732,False
ASE01405,Individual,118,Loja,1,0,False,615,False
ASE01406,Individual,30,Cuenca,4,2,False,785,False
ASE01407,Individual,139,Loja,1,0,False,555,False
ASE01408,Individual,121,Quito,4,0,False,757,False
ASE01409,Individual,93,Quito,3,0,False,619,False
ASE01410,Individual,110,Manta,3,1,True,693,False
ASE01411,Individual,102,Santo Domingo,3,0,False,704,False
ASE01412,Corporativo,96,Portoviejo,2,0,False,674,False
ASE01413,Individual,79,Manta,2,1,False,647,False
ASE01414,Individual,55,Manta,3,0,False,779,False
ASE01415,Pyme,12,Quito,3,2,False,606,False
ASE01416,Individual,124,Portoviejo,3,2,False,781,False
ASE01417,Individual,59,Ambato,4,0,False,483,False
ASE01418,Individual,139,Loja,1,0,False,699,False
ASE01419,Corporativo,134,Loja,4,0,False,558,False
ASE01420,Individual,56,Santo Domingo,2,1,False,674,False
ASE01421,Individual,116,Guayaquil,1,0,False,560,False
ASE01422,Individual,60,Guayaquil,2,0,False,588,False
ASE01423,Pyme,68,Guayaquil,3,2,False,596,False
ASE01424,Corporativo,106,Portoviejo,4,2,False,628,False
ASE01425,Individual,133,Guayaquil,1,0,False,504,False
ASE01426,VIP,76,Guayaquil,2,0,False,697,False
ASE01427,Pyme,122,Loja,1,0,False,647,False
ASE01428,VIP,30,Portoviejo,2,2,False,644,False
ASE01429,Corporativo,50,Ambato,2,0,False,700,False
ASE01430,Corporativo,128,Manta,3,1,False,587,False
ASE01431,Individual,136,Loja,2,1,False,688,False
ASE01432,Corporativo,97,Guayaquil,3,0,False,698,False
ASE01433,Pyme,37,Portoviejo,4,0,False,766,False
ASE01434,Individual,64,Santo Domingo,2,0,False,752,False
ASE01435,Individual,77,Quito,1,1,False,655,False
ASE01436,Individual,59,Manta,1,3,False,711,False
ASE01437,Individual,80,Guayaquil,2,0,False,702,False
ASE01438,Individual,91,Portoviejo,4,1,False,692,False
ASE01439,Individual,25,Loja,2,0,False,512,False
ASE01440,Individual,45,Loja,1,1,False,596,False
ASE01441,Individual,110,Manta,1,0,False,696,False
ASE01442,Individual,89,Portoviejo,4,0,False,622,False
ASE01443,Individual,15,Portoviejo,3,1,False,627,False
ASE01444,Corporativo,17,Loja,2,1,False,618,False
ASE01445,Pyme,76,Guayaquil,4,0,False,613,False
ASE01446,Pyme,56,Guayaquil,2,0,False,688,False
ASE01447,VIP,48,Santo Domingo,1,0,False,801,False
ASE01448,Individual,116,Guayaquil,2,1,False,728,False
ASE01449,Corporativo,98,Guayaquil,1,0,False,771,False
ASE01450,Pyme,20,Quito,1,0,False,579,False
ASE01451,Individual,5,Cuenca,1,0,False,841,False
ASE01452,Pyme,101,Ambato,3,0,False,732,False
ASE01453,Individual,116,Cuenca,3,0,False,585,False
ASE01454,Individual,103,Portoviejo,3,1,True,650,False
ASE01455,Individual,106,Quito,2,0,False,759,False
ASE01456,Corporativo,106,Quito,1,0,False,633,False
ASE01457,Individual,72,Ambato,4,0,False,597,False
ASE01458,Pyme,5,Guayaquil,1,1,False,575,False
ASE01459,Individual,50,Santo Domingo,2,1,False,667,False
ASE01460,Individual,119,Portoviejo,3,0,False,772,False
ASE01461,Individual,65,Ambato,4,2,True,664,False
ASE01462,Individual,38,Santo Domingo,4,0,False,648,False
ASE01463,Pyme,93,Manta,2,0,False,776,False
ASE01464,Individual,25,Quito,2,0,False,671,False
ASE01465,Pyme,22,Ambato,4,0,False,701,False
ASE01466,Individual,15,Manta,4,0,True,639,False
ASE01467,Individual,126,Cuenca,4,0,False,522,False
ASE01468,Individual,86,Loja,3,1,True,715,False
ASE01469,VIP,33,Portoviejo,2,0,True,618,False
ASE01470,Individual,103,Loja,1,1,False,789,False
ASE01471,Individual,11,Quito,2,1,False,578,False
ASE01472,Individual,92,Portoviejo,1,0,False,569,False
ASE01473,Individual,69,Manta,4,1,True,765,False
ASE01474,Individual,133,Ambato,4,0,False,731,False
ASE01475,Individual,77,Quito,4,0,False,632,False
ASE01476,Individual,56,Manta,4,0,False,621,False
ASE01477,VIP,88,Quito,3,0,False,615,False
ASE01478,Pyme,15,Ambato,3,0,False,736,False
ASE01479,Pyme,76,Guayaquil,1,1,False,714,False
ASE01480,Individual,42,Quito,3,0,False,778,False
ASE01481,Individual,37,Portoviejo,4,0,False,671,False
ASE01482,Individual,29,Guayaquil,2,1,False,655,False
ASE01483,Corporativo,67,Santo Domingo,3,2,False,608,False
